work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,work_looking_for_job,profile_various_jobs,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,salary_inflation_policy,company_reduction_of_employees,company_recommended,tools_copilotchatgpt,vibe_coding,tools_ide_ia,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,company_max_interview,company_best_interview,profile_prefered_challenges,profile_hours_per_day,company_selection_process,salir_o_seguir_contestando_sobre_las_guardias1,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,profile_age,profile_gender,profile_previous_survey,company_best_companies,sueldo_dolarizado,work_seniority,_sal
Tierra del Fuego,Full-Time,Staff (planta permanente),1850000.0,1700000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,Performance grupal,Uno,1.0,Noviembre,2,"Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",,Developer,0,1,1,0,Ninguna de las anteriores,"HTML, Javascript, SQL, TypeScript","Bootstrap, Django, Node.js, React.js, Spring","Microsoft SQL Server, MongoDB, MySQL",Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,,No sé,6,4,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,34,Hombre Cis,No,"Yamana,Mirgor",True,Junior,1850000.0
Jujuy,Full-Time,Staff (planta permanente),2100000.0,1750000.0,Cobro parte del salario en dólares,1470,Menos de un sueldo,Performance grupal,Uno,10.0,Agosto,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",3,"No, pero escucho ofertas.",,Recruiter,4,2,2,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,No sé,7,4,Hype,,,Responder sobre mis estudios,Universitario,Incompleto,Licenciatura en Recursos Humanos,UCASAL - Universidad Católica de Salta,Terminar encuesta,,,,,,,,,,,35,Hombre Cis,Sí,,True,Semi-Senior,2100000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,14000000.0,11000000.0,Cobro todo el salario en dólares,1400,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,4,"Sí, estoy buscando activamente.",,Architect,25,15,2,0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Go, Javascript, Python, Rust, SQL, TypeScript","Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, PostgreSQL, Redis",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No,10,4,Hype,Cursor,,Responder sobre entrevistas técnicas,Universitario,Completo,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Responder sobre guardias,Entre 2 y 4,"Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres","Más de 8 horas, sin problemas","Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre entrevistas técnicas,47,Hombre Cis,Sí,Mercado Libre,True,Senior,14000000.0
Córdoba,Full-Time,Staff (planta permanente),4000000.0,3000000.0,Cobro parte del salario en dólares,,Un sueldo,Mix de las anteriores,Uno,10.0,Julio,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",,Developer,7,2,2,0,"Docker, Google Cloud Platform","Go, Java, Python, SQL","React.js, Spring","Google Cloud Storage, MySQL, Redis",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,,No sé,8,5,Hype,Cursor,,Responder sobre guardias,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,29,Hombre Cis,Sí,,True,Senior,4000000.0
Mendoza,Full-Time,Contractor,3000000.0,3000000.0,Cobro parte del salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",2,"No, pero escucho ofertas.",,Developer,10,0,0,0,"Amazon Web Services, Serverless",Javascript,Node.js,PostgreSQL,Jest,De 201 a 500 personas,100% remoto,0,,No sé,8,1,Hype,,,Responder sobre entrevistas técnicas,,,,,,Hasta 2,"HR, Técnica - Diseño & Arquitectura",Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,,,,,33,Hombre Cis,Sí,,True,Senior,3000000.0
Buenos Aires,Full-Time,Contractor,9240000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,4,"No, estoy muy conforme.",,Salesforce Senior Administrator,9,1,1,0,Salesforce,"Java, SQL",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,,No,9,3,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,37,Hombre Cis,No,,True,Senior,9240000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),4750000.0,4500000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Abono de celular, Estacionamiento gratuito / subvencionado",4,"No, pero escucho ofertas.",,Developer,10,4,4,0,Oracle Cloud,"CSS, HTML, Javascript, TypeScript","Node.js, React.js",Ninguna de las anteriores,Jest,De 201 a 500 personas,100% remoto,0,no,No sé,8,3,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,33,Hombre Cis,Sí,,True,Senior,4750000.0
Santa Fe,Full-Time,Participación societaria en una cooperativa,2300000.0,1975000.0,Cobro todo el salario en dólares,1450,De uno a tres sueldos,Votado por decisión colectiva,No,0.0,Enero,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",,Sales / Pre-Sales,5,5,1,4,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,,No,10,5,Vibequé?,Windsurf,,Terminar encuesta,,,,,,,,,,,,,,,,34,Hombre Cis,Sí,,True,Semi-Senior,2300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5090992.23,4258614.0,Cobro todo el salario en dólares,1430,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Data Engineer,4,3,4,0,Amazon Web Services,"Python, SQL, TypeScript",Spark,Amazon DynamoDB,Ninguna de las anteriores,De 501 a 1000 personas,100% remoto,0,variable de mercado para recibir la misma cantidad de dolares a pesar de la fluctuación del tipo de cambio dentro de la banda,Sí,9,3,Hype,visual studio code,,Terminar encuesta,,,,,,,,,,,,,,,,29,Hombre Cis,Sí,,True,Semi-Senior,5090992.23
Ciudad Autónoma de Buenos Aires,Part-Time,Contractor,1450713.0,1450713.0,Cobro todo el salario en dólares,1450.71,No,No recibo bono,No,0.0,No tuve,3,Horarios flexibles,3,"Sí, estoy buscando activamente.",,Recruiter,5,0,0,1,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,8,5,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,32,Mujer Cis,Sí,Mercado Libre,True,Semi-Senior,1450713.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1800000.0,1600000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No se,Un sueldo,Performance de la compañía,Dos,2.0,Julio,3,"Comidas pagas / subvencionadas, Horarios flexibles",2,"Sí, estoy buscando activamente.",,Scrum Master,3,1,0,8,Ninguna de las anteriores,"C++, C#, CSS, HTML, Javascript, Kotlin, PHP",".NET Core, React.js","Microsoft SQL Server, MySQL","Cypress, JUnit",Más de 10000 personas,Híbrido (presencial y remoto),1,No,Sí,0,4,Llegó para quedarse,No,No tengo actualmente,Terminar encuesta,,,,,,,,,,,,,,,,38,Mujer Cis,Sí,No se,True,Semi-Senior,1800000.0
Córdoba,Full-Time,Staff (planta permanente),6368028.86,4911928.0,Mi sueldo está dolarizado (pero cobro en moneda local),1475,No,No recibo bono,Uno,2.18,Julio,3,Vacaciones flexibles (adicionales a las reglamentarias),3,"No, pero escucho ofertas.",,Developer,4,1,4,0,"Docker, Kubernetes, Linux, Serverless","Bash/Shell, Go, Java",Spark,"ElasticSearch, MongoDB, Redis",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,Sí,8,5,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,36,Hombre Cis,Sí,,True,Semi-Senior,6368028.86
Santa Fe,Full-Time,Staff (planta permanente),11820000.0,11820000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,3.0,Junio,3,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Infosec,15,1,1,0,"Amazon Web Services, Google Cloud Platform",Ninguno de los anteriores,Next.js,"Amazon DynamoDB, ElasticSearch, Google Cloud Storage, MariaDB",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,No para mi pais,Sí,9,4,Llegó para quedarse,"Probando un par, pero nada firme","La modalidad full remoto no es para todos, hay que aprenderla!",Terminar encuesta,,,,,,,,,,,,,,,,45,Hombre Cis,Sí,,True,Senior,11820000.0
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),3600000.0,3300000.0,Cobro todo el salario en dólares,,No,No recibo bono,Uno,13.0,Noviembre,4,"Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",,Networking,3,1,2,0,"Docker, Google Cloud Platform, Kubernetes","Javascript, Python","Flask, React.js","ElasticSearch, Google Cloud Storage",Postman,Más de 10000 personas,100% remoto,0,,Sí,7,3,Hype,vs code,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,,,,,,,26,Hombre Cis,Sí,Despegar,True,Semi-Senior,3600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4800000.0,4800000.0,Cobro todo el salario en dólares,1500,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,4,2,2,0,Azure,".NET, C#, CSS, HTML, Javascript, SQL",.NET Core,Microsoft SQL Server,"NUnit, Postman",De 11  a 50  personas,100% remoto,0,,No sé,10,0,Hype,,,Responder sobre guardias,Secundario,Completo,,,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 6 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,33,Hombre Cis,Sí,"MELI, GlobalLogic",True,Semi-Senior,4800000.0
Buenos Aires,Full-Time,Staff (planta permanente),7000000.0,6000000.0,Cobro todo el salario en dólares,5500,No,No recibo bono,Uno,3.0,Agosto,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados",4,"No, estoy muy conforme.",,Developer,18,0,0,0,Amazon Web Services,"Java, Python","Hibernate, Spring",Amazon RDS/Aurora,JUnit,De 501 a 1000 personas,100% remoto,0,,No sé,8,5,Llegó para quedarse,cursor,,Terminar encuesta,,,,,,,,,,,,,,,,47,Hombre Cis,Sí,,True,Senior,7000000.0
Córdoba,Full-Time,Contractor,10000000.0,8000000.0,Cobro todo el salario en dólares,1450,No,No recibo bono,No,0.0,Febrero,4,"Horarios flexibles, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",,Developer,8,2,4,0,Amazon Web Services,"Javascript, SQL, TypeScript","Node.js, React.js",MySQL,"Cypress, vitest",De 101 a 200 personas,100% remoto,0,,No,9,5,Hype,VsCode + copilot,,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,,,,,,,33,Mujer Cis,Sí,,True,Senior,10000000.0
Entre Ríos,Full-Time,Staff (planta permanente),3600000.0,,Cobro parte del salario en dólares,1460,Un sueldo,Performance individual y otro bono llamado de permanencia (25%),Dos,15.0,Diciembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",3,"No, pero escucho ofertas.",,Technical Leader,14,4,1,0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless, Windows Server",Python,Node.js,"Amazon DynamoDB, ElasticSearch, Microsoft SQL Server, MySQL, Redis",Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,"Nos han dado ajuste por inflación, y aumento mínimo de los beneficios que tenemos.",No sé,10,4,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,40,Hombre Cis,No,,True,Senior,3600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),10020885.0,7211291.0,Cobro parte del salario en dólares,1375,De uno a tres sueldos,Performance de la compañía,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs",3,"No, pero escucho ofertas.",,Manager / Director,6,7,6,80,"Amazon Web Services, Azure","Python, SQL",Ninguno de los anteriores,"Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Teradata",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,No,Sí,7,3,Llegó para quedarse,No,,Responder sobre guardias,Universitario,Incompleto,Lic en psicologia,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,48,Hombre Cis,Sí,Ninguna,True,Senior,10020885.0
Buenos Aires,Part-Time,Staff (planta permanente),1722000.0,1368990.0,Mi sueldo está dolarizado (pero cobro en moneda local),1435,Un sueldo,Mix de las anteriores,Uno,50.0,Diciembre,4,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",,Developer,0,0,0,0,"Amazon Web Services, Docker, Linux",Java,"Hibernate, Spring",MariaDB,"JUnit, Postman",De 2001a 5000 personas,100% remoto,0,,No,10,5,Llegó para quedarse,,,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencias de la Computación,UBA - Universidad de Buenos Aires,Responder sobre guardias,Entre 2 y 4,"HR, Técnica - Diseño & Arquitectura, Manager directo/a",,Hasta 4 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre entrevistas técnicas,24,Hombre Cis,Sí,,True,Junior,1722000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,5600000.0,,Cobro todo el salario en dólares,1500,No,No recibo bono,No,0.0,Marzo,2,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,QA / Tester,14,3,3,0,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP",Ninguno de los anteriores,"MongoDB, MySQL","Cypress, Jest, JUnit, PHPUnit, Postman",De 101 a 200 personas,Híbrido (presencial y remoto),2,,No,7,2,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,31,Hombre Cis,Sí,,True,Senior,5600000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),11000000.0,7000000.0,Mi sueldo está dolarizado (pero cobro en moneda local),1460,De uno a tres sueldos,Performance individual,Más de tres,27.0,Noviembre,2,"Abono de Internet, Capacitaciones y/o cursos, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,10,6,3,0,"Amazon Web Services, Kubernetes, Linux, Serverless","Bash/Shell, Python",Spark,Oracle,"JUnit, Postman, Xunit",De 2001a 5000 personas,Híbrido (presencial y remoto),3,,Sí,5,3,Hype,,,Responder sobre mis estudios,Universitario,Completo,Ingeniería Electrónica,UNSAM - Universidad de San Martín,Responder sobre guardias,,,,,,,"Sí, pasiva",10.0,Porcentaje de mi sueldo bruto,Terminar encuesta,39,Hombre Cis,Sí,,True,Senior,11000000.0
Santa Fe,Full-Time,Contractor,2300000.0,2150000.0,Cobro todo el salario en dólares,,Un sueldo,Mix de las anteriores,Uno,16.0,Julio,2,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",,Product Owner,8,1,6,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,"Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,6,5,Llegó para quedarse,,Es un equipo bastante chico de IT por lo que las tareas suelen ser muy caóticas y no hay claridad de los alcances de cada uno.,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Hasta 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,,,,,29,Mujer Cis,Sí,,True,Senior,2300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,1100000.0,Cobro parte del salario en dólares,1460,Un sueldo,Mix de las anteriores,Dos,7.0,Diciembre,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Stock options / RSUs, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Data Scientist,3,3,1,0,"Azure, Google Cloud Platform, SAP",Python,"Flask, SAP, SAP Hana","Google Cloud Storage, HANA, PostgreSQL",Ninguna de las anteriores,De 5001 a 10000 personas,Híbrido (presencial y remoto),1,"si, por inflacion",No sé,7,5,Llegó para quedarse,VS code con github copilot,,Responder sobre entrevistas técnicas,Secundario,En curso,Licenciatura en Ciencia de Datos,UNLP - Universidad Nacional de La Plata,Terminar encuesta,Hasta 2,"HR, Técnica - Diseño & Arquitectura","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, En plataformas tipo HackerRank o similares",Hasta 6 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Responder sobre mis estudios,,,,,30,Mujer Cis,Sí,Mercado libre,True,Semi-Senior,1300000.0
